siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,latitude,longitude
5541677,18,554167700018,O,,,,,,True,1,,20.0,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N,44.387222,6.652091
5541685,11,554168500011,O,,,,,,True,1,,15.0,,RUE,DE L ANCIENNE MAIRIE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1988-05-31,F,,,,,15.8C,NAF1993,N,44.092452,6.237391
5541701,16,554170100016,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4530,LA CONDAMINE-CHATELARD,,,4062,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N,44.453819,6.739484
5541735,14,554173500014,O,,NN,,,,True,1,,35.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1989-03-07,F,,,,,64.12,NAP,N,44.092059,6.233394
5541750,13,554175000013,O,,,,,,True,1,,,,,,4370,COLMARS,,,4061,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.02,NAP,N,44.182833,6.62894
5541776,18,554177600018,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4170,SAINT-ANDRE-LES-ALPES,,,4173,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N,43.958336,6.506041
5541842,18,554184200018,O,,,,,,True,1,,,,RUE,DE LA GRANDE FONTAINE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,49.01,NAP,N,44.093452,6.238776
5541867,23,554186700023,O,1984-07-10,NN,,,2008-01-04T17:54:12,True,3,,,,QUAI,DES 4 CHEMINS,83460,LES ARCS,,,83004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,43.447509,6.474766
5541909,15,554190900015,O,,,,,,True,1,,,,BD,REPUBLIQUE,4190,LES MEES,,,4116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,44.02935,5.976208
5541982,20,554198200020,O,,,,,,True,1,,32.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.4C,NAF1993,N,44.09201,6.233743
5542113,13,554211300013,O,1988-03-18,NN,,,,True,3,HOTEL L'EQUIPE,,,,SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,2001-10-03,F,,,,,70.2C,NAF1993,N,44.373008,6.681964
5542162,10,554216200010,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4340,MEOLANS-REVEL,,,4161,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.08,NAP,N,44.401095,6.512846
5542212,13,554221200013,O,1955-01-01,NN,,,,True,1,,,,QUAI,LE SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,2000-06-02,F,,,,,70.2C,NAF1993,N,44.373008,6.681964
5542261,10,554226100010,O,1955-01-01,NN,,,,True,1,,,,,COL ST JEAN,4340,SAINT VINCENT LES FORTS,,,4198,,,,,,,,,,,,,,,,,,,1998-12-19,F,,,,,55.1A,NAF1993,N,44.420457,6.353373
5542345,11,554234500011,O,,,,,,True,1,,,,RUE,DE LA MAIRIE,4190,LES MEES,,,4116,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,38.40,NAP,N,47.990906,1.412517
5542394,19,554239400019,O,,NN,,,,True,1,,1.0,,PL,PIED DE VILLE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,F,,,,,67.09,NAP,N,44.091045,6.235082
5542410,13,554241000013,O,,,,,2019-08-30T03:43:46,True,1,,,,RUE,SAUNERIE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.197648,5.944755
5550017,15,555001700015,O,,NN,,,,True,1,,,,AV,DE LA GARE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,,F,,,,,59.08,NAP,N,44.190221,5.94638
5550025,18,555002500018,O,1955-01-01,NN,,,2006-12-15T00:14:43,False,3,,34.0,,ALL,DES FONTAINIERS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2002-01-31,F,,,,,51.1N,NAF1993,,44.093118,6.23373
5550025,26,555002500026,O,2002-10-22,NN,,,2007-07-13T18:37:04,True,3,ZI ST CHRISTOPHE,,,RUE,FERDINAND DE LESSEPS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2007-02-28,F,,,,,55.3A,NAFRev1,O,44.076292,6.189438
5550058,19,555005800019,O,1955-01-01,,,,2007-08-21T05:14:44,True,4,,,,QUA,LES BONS ENFANTS,4200,PEIPIN,,,4145,,,,,,,,,,,,,,,,,,,2006-12-29,F,,,,,45.2C,NAFRev1,N,48.174684,6.445391
5550058,27,555005800027,O,1981-01-01,NN,,,2019-11-14T14:00:19,False,3,LA PIOLINE,155.0,,ALL,DES PLATANES LES MILLES,13290,AIX-EN-PROVENCE,,,13001,13546.0,AIX EN PROVENCE CEDEX 4,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,45.2C,NAF1993,N,43.518166,5.418137
5550066,12,555006600012,O,,,,,,True,1,,,,QUAI,DU GAND,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.193033,5.945431
5550082,27,555008200027,O,1984-01-01,NN,,,2006-10-26T23:33:48,True,4,,,,,ZONE ARTISANALE,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O,43.844538,6.53518
5550082,35,555008200035,O,2003-05-01,NN,,,2006-11-25T09:04:29,False,3,,519.0,,AV,ALLENDE SALVADOR,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O,43.531717,6.413773
5550108,12,555010800012,O,1955-01-01,NN,,4932ZA,2018-04-26T11:31:15,True,5,SEYNE-LES-ALPES,,,PL,ARMES,4140,SEYNE,,,4205,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,49.32Z,NAFRev2,O,44.352295,6.356967
5550116,23,555011600023,O,1983-07-01,NN,,,2019-11-14T14:00:14,True,4,,,,,Z I D UVERNET FOURS,4400,UVERNET-FOURS,,,4226,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,45.1A,NAFRev1,O,44.356027,6.610454
5550124,19,555012400019,O,,NN,,,2019-11-14T14:00:14,True,1,,,,RTE,NATIONALE 96,4600,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N,44.072996,5.990107
5550157,19,555015700019,O,1900-01-01,,,,2013-01-04T10:41:30,True,4,,,,PL,TAMPINET,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,22.11Z,NAFRev2,N,44.091902,6.231583
5550207,12,555020700012,O,,,,,2022-08-17T15:19:16,True,1,,,,,QU DE LA GARE GAUBERT,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.074445,6.198002
5550231,12,555023100012,O,,,,,,True,1,,,,,,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,43.904657,5.914681
5550256,19,555025600019,O,,,,,,True,1,,,,,,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.8345,5.943815
5570122,19,557012200019,O,,,,,2019-11-14T14:00:38,True,1,,85.0,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N,47.284605,-2.392017
5570296,11,557029600011,O,,NN,,,2019-11-14T14:00:39,True,1,,26.0,,RUE,PIERRE VERGNIAUD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,81.21,NAP,N,47.291499,-2.19531
5570338,11,557033800011,O,,,,,,True,1,,,,RUE,DE REDON,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N,47.478251,-1.773355
5570361,13,557036100013,O,,NN,,,2019-11-14T14:00:39,True,1,,13.0,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1992-11-25,F,,,,,70.2C,NAF1993,N,47.277894,-2.206964
5570387,18,557038700018,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,D ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.274533,-2.210665
5570445,14,557044500014,O,,NN,,,2019-11-14T14:00:38,True,1,,5.0,,AV,ROMANO,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,58.04,NAP,N,47.286367,-2.40606
5570452,10,557045200010,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,DU PORT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N,47.271787,-2.202577
5570569,11,557056900011,O,1988-04-01,,,,2019-11-14T14:00:38,True,4,BESLE,37.0,,RUE,DU GAL DE GAULLE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N,47.696577,-1.867635
5570593,11,557059300011,O,,,,,,True,1,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N,47.425676,-1.950281
5570601,12,557060100012,O,,,,,,True,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,47.579193,-1.963632
5570650,27,557065000027,O,,,,,2019-11-14T14:00:39,True,1,,31.0,,BD,LEON GAMBETTA,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N,47.277517,-2.217394
5570718,14,557071800014,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,MARECHAL JOFFRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N,47.28515,-2.387404
5570783,18,557078300018,O,,NN,,,,True,1,,142.0,,AV,DE MAZY,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,87.06,NAP,N,47.269434,-2.34377
5570882,26,557088200026,O,,,,,2019-11-14T14:00:38,True,1,,13.0,,RUE,DE LA GARE,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N,47.280117,-2.479501
5570916,22,557091600022,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N,47.27828,-2.208195
5570957,18,557095700018,O,,,,,,True,1,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,47.425676,-1.950281
5571104,16,557110400016,O,,NN,,,,True,1,,,,,LA MADELEINE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N,47.32779,-2.445007
5571187,11,557118700011,O,,,,,,True,1,,1.0,,RUE,DU PORT,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,47.347562,-2.510867
5571195,22,557119500022,O,,,,,2019-11-14T14:00:38,True,1,,,,RUE,DE LA POSTE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N,47.628378,-1.839163
5571344,18,557134400018,O,,,,,,True,1,,,,CITE,DE LA CHABOSSIERE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,00.10,NAP,N,47.219348,-1.726063
5571385,11,557138500011,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.284849,-2.396404
5571435,14,557143500014,O,,,,,,True,1,,,,RUE,RENE LAENNEC,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,47.319131,-2.074659
5571450,13,557145000013,O,,NN,,,,True,1,,27.0,,RTE,DE NOZAY,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1996-11-18,F,,,,,49.05,NAP,N,47.478562,-1.758152
5571534,14,557153400014,O,,,,,2019-11-14T14:00:38,True,1,,,,PL,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N,47.628277,-1.832797
5571559,11,557155900011,O,,NN,,,2019-11-14T14:00:39,True,1,,175.0,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,47.26447,-2.227794
5571591,14,557159100014,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,AUGUSTE BAPTISTE LECHAT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N,47.279531,-2.218473
5571641,17,557164100017,O,,NN,,,,True,1,,,,LD,LA FOLAINE,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N,47.327418,-1.815909
5571674,18,557167400018,O,,,,,,True,1,,,,,BOURG,44290,PIERRIC,,,44123,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.01,NAP,N,47.706126,-1.827569
5571682,11,557168200011,O,,NN,,,,True,1,,24.0,,RUE,DE NANTES,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,47.360806,-1.942137
5571708,14,557170800014,O,,NN,,,,True,1,,2.0,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1997-03-31,F,,,,,52.2C,NAF1993,O,47.327708,-2.429011
5571716,17,557171600017,O,1955-01-01,NN,,,2019-11-14T14:00:38,True,3,,,,PL,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,2003-01-05,F,,,,,55.4B,NAFRev1,N,47.628303,-1.832423
5571781,11,557178100011,O,,NN,,,2019-11-14T14:00:39,True,1,,98.0,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N,47.282439,-2.211231
5571799,13,557179900013,O,,NN,,,2019-11-14T14:00:39,True,1,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,52.6D,NAF1993,N,47.31719,-1.717306
5571807,14,557180700014,O,,,,,,True,1,,1.0,,AV,DU VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,67.08,NAP,N,47.317404,-2.075397
5571823,11,557182300011,O,,,,,,True,1,,,,RUE,DE LA FORET,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,47.477342,-1.764908
5571831,14,557183100014,O,,NN,,,2019-11-14T14:00:38,True,1,,,,,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,,,44152,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,47.461254,-2.022937
5571880,11,557188000011,O,,NN,,,,True,1,,10.0,,RUE,DU GENERAL LECLERC,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1989-02-01,F,,,,,81.21,NAP,N,47.278428,-2.428896
5571930,14,557193000014,O,,NN,,,,True,1,,2.0,,PL,SAINTE ANNE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,47.329862,-2.429195
5571955,11,557195500011,O,,,,,,True,1,,6.0,,RUE,DE VERDUN,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,47.435346,-2.089245
5571971,18,557197100018,O,,,,,,True,1,,,,LD,BESLON,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,47.295306,-2.393327
5572029,14,557202900014,O,,NN,,,,True,1,,11.0,,RUE,DE BARDOUX,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,64.42,NAP,N,47.418456,-1.851594
5572037,17,557203700017,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,JULES VERNE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N,47.296286,-2.192677
5572086,14,557208600014,O,,NN,,,,True,1,,,,LD,CRX LOURMEL,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,1990-04-02,F,,,,,22.02,NAP,N,47.595901,-2.068748
5572102,19,557210200019,O,,,,,,True,1,,4.0,,,Q HERVE RIELLE,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1988-04-30,F,,,,,67.04,NAP,N,47.292331,-2.508796
5572110,12,557211000012,O,,NN,,,2019-11-14T14:00:38,True,1,,15.0,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1989-02-22,F,,,,,87.06,NAP,N,47.282175,-2.392381
5572185,14,557218500014,O,,,,,,True,1,,,,BD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.23,NAP,N,47.2154,-1.681451
5572193,18,557219300018,O,,,,,,True,1,,,,RUE,DU CHATEAU,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N,47.474671,-1.764899
5572235,17,557223500017,O,,,,,,True,1,,2.0,,RUE,DES CORDIERS,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.01,NAP,N,47.294165,-2.512416
5572268,18,557226800018,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,MARCEL SEMBAT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N,47.259525,-2.226236
5572326,14,557232600014,O,,NN,,,2019-11-14T14:00:38,True,1,,19.0,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,47.380959,-2.199628
5572490,18,557249000018,O,,NN,,,,True,1,,107.0,,RTE,DE VANNES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1989-07-05,F,,,,,81.21,NAP,N,47.440973,-2.106283
5572607,25,557260700025,O,,NN,,,2019-11-14T14:00:38,True,1,,17.0,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N,47.380863,-2.199566
5572615,10,557261500010,O,,,,,,True,1,,,,LD,LA GUESNE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,47.380223,-2.129953
5572680,14,557268000014,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DES TILLEULS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,47.276964,-2.33301
5572706,17,557270600017,O,,NN,,,2019-11-14T14:00:39,True,1,,57.0,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,47.278624,-2.212899
5572714,11,557271400011,O,,NN,,,2019-11-14T14:00:38,True,1,,8.0,,BD,DE LA MER,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,70.2C,NAF1993,N,47.274551,-2.485986
5572789,13,557278900013,O,,,,,,True,1,,,,LD,LA MEULE,44290,MASSERAC,,,44092,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N,47.690564,-1.887348
5572920,14,557292000014,O,,,,,,True,1,,,,AV,HENRI,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N,47.25438,-2.332391
5573035,10,557303500010,O,,,,,,True,1,,,,,LE GUESNY,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N,47.327053,-2.423486
5573100,12,557310000012,O,,,,,,True,1,,,,,ST ROCH,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,47.406305,-2.054562
5573183,18,557318300018,O,,NN,,,2019-11-14T14:00:38,True,1,,4.0,,QUAI,DE VERDUN,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.23,NAP,N,47.380907,-2.544897
5573373,15,557337300015,O,,NN,,,2019-11-14T14:00:39,True,1,,23.0,,BD,DE LA RENAISSANCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,74.1C,NAF1993,N,47.283159,-2.213605
5573415,14,557341500014,O,,,,,2019-11-14T14:00:38,True,1,,1.0,,RUE,DU RUA,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,87.03,NAP,N,47.447114,-2.244028
5573522,17,557352200017,O,,NN,,,,True,1,,10.0,,PL,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,52.4C,NAF1993,N,47.475747,-1.764526
5573720,17,557372000017,O,,NN,,,,True,1,,,,LD,POMPAS,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,1989-03-30,F,,,,,67.05,NAP,N,47.408707,-2.354365
5573761,11,557376100011,O,,,,,,True,1,,,,AV,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,47.26885,-2.342616
5573779,13,557377900013,O,,,,,,True,1,,,,BD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,47.215524,-1.679976
5573811,14,557381100014,O,,,,,,True,1,,,,LD,ST SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,47.256219,-2.32021
5573878,13,557387800013,O,,,,,,True,1,,,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,47.327568,-2.428299
5573969,10,557396900010,O,,,,,,True,1,,,,LD,LA STATION,44530,SEVERAC,,,44196,,,,,,,,,,,,,,,,,,,1990-09-17,F,,,,,62.11,NAP,N,47.55065,-2.073935
5574017,17,557401700017,O,,,,,,True,1,,1.0,,RUE,CHARLES BRUNELIERE,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,1988-01-04,F,,,,,64.30,NAP,N,47.316782,-2.187632
5574025,10,557402500010,O,,NN,,,,True,1,,,,,BOURG,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,47.568392,-2.00624
5574058,29,557405800029,O,,,,,2019-11-14T14:00:39,True,1,,,,,LA VILLE HEULIN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,47.288905,-2.289212
5574132,14,557413200014,O,1955-01-01,NN,,,2019-11-14T14:00:38,True,1,,26.0,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,70.3A,NAF1993,N,47.282978,-2.392039
5574173,18,557417300018,O,,,,,2020-12-23T11:25:44,True,1,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.03,NAP,N,47.276797,-2.210775
5574249,24,557424900024,O,,,,,,True,1,,,,PL,DE LA GARE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,47.317265,-2.074239
5574389,10,557438900010,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N,47.28212,-2.392163
5574405,14,557440500014,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N,47.279312,-2.370428
5574454,12,557445400012,O,,,,,,True,1,,,,,LES COTTAGES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N,47.443632,-2.099153
5574488,10,557448800010,O,,,,,,True,1,,,,RUE,PRINCIPALE,44130,LE GAVRE,,,44062,,,,,,,,,,,,,,,,,,,1989-12-15,F,,,,,67.08,NAP,N,47.52249,-1.751416
5574546,15,557454600015,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,DE TOUTES AIDES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N,47.282344,-2.218741
5574678,16,557467800016,O,,,,,,True,1,,10.0,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,64.23,NAP,N,47.436509,-2.090582
