siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,latitude,longitude
5612130,12,561213000012,O,,NN,,,,True,1,,48.0,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,50.102166,1.838471
5612288,18,561228800018,O,,NN,,,2019-11-14T14:01:00,True,1,,42.0,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,50.340226,1.570181
5612296,11,561229600011,O,,,,,,True,1,,10.0,,RUE,CORNEHOTTE,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1987-01-30,F,,,,,64.30,NAP,N,50.043875,1.523967
5612312,16,561231200016,O,,NN,,,,True,1,,8.0,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,52.4C,NAF1993,O,50.105382,1.832905
5612353,10,561235300010,O,,,,,,True,1,,32.0,,RUE,DE LA BARRIERE,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,55.60,NAP,N,50.271836,1.677514
5612478,15,561247800015,O,,,,,,True,1,,,,,,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,38.40,NAP,N,50.041611,1.526097
5612502,12,561250200012,O,1986-05-01,NN,,,,True,3,,14.0,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1992-09-04,F,,,,,52.4C,NAF1993,N,50.104961,1.830758
5612577,14,561257700014,O,,,,,,True,1,,,,RUE,DU MARAIS,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,50.319913,1.656362
5612676,14,561267600014,O,,,,,,True,1,,,,,,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N,49.985918,1.556299
5612700,12,561270000012,O,,NN,,,,True,1,,,,,,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,1987-11-30,F,,,,,81.21,NAP,N,50.128028,1.735971
5612718,14,561271800014,O,,,,,,True,1,,1.0,,RUE,PILLEVERGUE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1989-10-02,F,,,,,38.40,NAP,N,49.948489,1.595678
5612734,11,561273400011,O,1956-01-01,NN,,,,True,3,,,,RTE,D ABBEVILLE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N,49.935746,1.631762
5620026,12,562002600012,O,,,,,2019-11-14T14:01:01,True,1,,,,RUE,D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,50.012893,1.994756
5620034,16,562003400016,O,1956-01-01,11,2021.0,,2023-11-30T10:16:27,True,3,,4.0,,BD,DE LA REPUBLIQUE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.73A,NAFRev2,O,50.110899,1.838778
5620034,24,562003400024,O,2010-09-01,03,2021.0,,2023-11-30T10:16:27,False,1,ZONE INDUSTRIELLE,,,,LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES,,,76545,,,,,,,,,,,,,,,,,,,2010-09-01,A,,,,,46.73A,NAFRev2,O,49.904907,1.10523
5620059,13,562005900013,O,,,,,,True,1,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,50.119287,1.815727
5620083,13,562008300013,O,1956-01-01,NN,,,2006-11-25T09:04:29,True,2,,49.0,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1987-01-01,F,,,,,,,,49.983729,1.553643
5620091,16,562009100016,O,1956-01-01,,,,2019-11-14T14:01:00,True,5,,,,RTE,NATIONALE,80132,HAUTVILLERS-OUVILLE,,,80422,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,28.14Z,NAFRev2,O,50.173135,1.810112
5620109,16,562010900016,O,1956-01-01,NN,,,2009-10-01T13:39:08,True,4,,,,RTE,D ANCENNES,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,2002-11-25,F,,,,,45.2V,NAF1993,O,49.956783,1.594058
5620117,19,562011700019,O,1900-01-01,02,2021.0,,2023-11-30T10:16:27,True,7,,12.0,,RUE,DE LA TANNERIE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2017-12-07,A,DUBOIS,,,DUBOIS,46.69C,NAFRev2,O,50.103643,1.835214
5620117,27,562011700027,O,1994-05-01,NN,,,2011-04-23T04:00:23,False,4,,17.0,,RUE,DE METZ,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,N,49.895149,2.294551
5620158,13,562015800013,O,1956-01-01,NN,,,2013-02-04T08:26:15,True,3,,46.0,,AV,HENRI RENARD,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,50.321788,1.556319
5620174,10,562017400010,O,1956-01-01,NN,,1061AZ,2016-04-26T01:03:36,False,6,,,,RUE,DU MOULIN,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.61A,NAFRev2,N,50.119565,1.724779
5620174,28,562017400028,O,2015-12-15,,,,2023-03-21T11:09:34,False,2,,27.0,,RTE,DE CHAUNY,80400,HAM,,,80410,,,,,,,,,,,,,,,,,,,2023-01-26,F,,,,,45.20A,NAFRev2,N,49.741167,3.089834
5620174,36,562017400036,O,2016-01-01,01,2021.0,4520AA,2023-11-30T10:16:27,True,3,,22.0,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2022-12-31,A,,,,,45.20A,NAFRev2,N,50.120991,1.724158
5620190,24,562019000024,O,1986-04-30,NN,,,2010-12-31T05:59:00,False,4,,21.0,,RUE,GONTIER PATIN,80100,ABBEVILLE,,,80001,,,,,,24.0,,RLE,DU BEFFROI,80100.0,ABBEVILLE,,,80001.0,,,,,1998-03-23,F,,,,,60.2B,NAF1993,O,50.107002,1.833211
5620190,32,562019000032,O,1998-03-23,NN,,,2012-05-05T00:05:28,False,5,,4.0,,PL,DU PILORI,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2010-02-22,F,,,,,49.39A,NAFRev2,O,50.107214,1.835216
5620190,40,562019000040,O,2010-02-22,NN,,,2017-05-04T01:02:31,False,2,ZONE INDUSTRIELLE,,,RUE,VENTOSE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,49.39A,NAFRev2,O,50.103007,1.862497
5620190,57,562019000057,O,2014-09-23,,,,2014-10-03T10:45:35,False,1,,,,,SAINTE CROIX,76470,LE TREPORT,,,76711,,,,,,,,,,,,,,,,,,,2014-09-23,A,,,,,49.39A,NAFRev2,N,50.059261,1.39443
5620190,65,562019000065,O,2016-01-01,21,2021.0,,2023-11-30T10:16:27,True,1,,,,RTE,DES DEUX VALLEES,80100,ABBEVILLE,,BP 70212,80001,80102.0,ABBEVILLE CEDEX,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,49.39A,NAFRev2,O,50.110406,1.866552
5620265,16,562026500016,O,,,,,,True,1,,,,CHE,DU HALAGE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,50.108232,1.825707
5620281,13,562028100013,O,1956-01-01,NN,,,2009-09-09T11:00:15,True,4,,,,RUE,DES MINIMES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,50.106682,1.836206
5620307,16,562030700016,O,,,,,,True,1,,,,,,80570,EMBREVILLE,,,80265,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.12,NAP,N,50.028226,1.543555
5620315,35,562031500035,O,,NN,,,,True,1,,37.0,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,74.1J,NAF1993,N,48.873234,2.324705
5620349,18,562034900018,O,,,,,,True,1,,,,RUE,PADOS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,50.111002,1.83225
5620364,17,562036400017,O,1900-01-01,NN,,,2019-11-14T14:01:00,True,2,,5.0,,RUE,EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU,,BP N°2,80308,,,,,,,,,,,,,,,,,,,1994-01-03,F,,,,,,,,50.065205,1.607916
5620380,13,562038000013,O,,,,,,True,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,44.33,NAP,N,49.964032,1.89614
5620422,13,562042200013,O,1900-01-01,NN,,,2007-11-16T10:11:38,False,7,,13.0,,RUE,DU PONT DE BOULOGNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O,50.104188,1.835296
5620422,21,562042200021,O,1900-01-01,NN,,,2011-04-23T04:00:23,False,6,,,,,,80620,DOMQUEUR,,,80249,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O,50.11414,2.044128
5620422,39,562042200039,O,1900-01-01,NN,,,2019-11-14T14:01:00,False,5,,,,RTE,DE NOYELLES,80132,GRAND-LAVIERS,,,80385,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O,50.133119,1.784574
5620422,47,562042200047,O,1990-11-01,,,,,False,4,,,,RUE,DE LA LIBERATION,80270,AIRAINES,,,80013,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6N,NAF1993,N,49.961916,1.941808
5620422,54,562042200054,O,2007-01-01,NN,,,2020-02-19T14:01:48,True,3,,,,,ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY,,,80714,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O,50.069755,1.459289
5640057,13,564005700013,O,1956-01-01,NN,,,2019-11-14T14:00:14,False,4,,2.0,,AV,DE PARC,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,2010-10-30,F,,,,,68.20B,NAFRev2,N,44.096233,6.009757
5640065,16,564006500016,O,,,,,,True,1,,,,QUAI,DE LA BEAUME,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,,
5640172,10,564017200010,O,,,,,,True,1,,,,AV,DE VERDUN,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.03,NAP,N,44.087012,6.214985
5640214,10,564021400010,O,,,,,,True,1,,,,RUE,CAPITOUL,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,44.092316,6.237142
5640255,13,564025500013,O,,NN,,,,True,1,,,,PL,DU TIVOLI,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1986-02-17,F,,,,,81.21,NAP,N,44.196658,5.941948
5640313,10,564031300010,O,,,,,,True,1,,,,,,4370,COLMARS,,,4061,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.22,NAP,N,44.182833,6.62894
5640354,14,564035400014,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4170,SAINT-ANDRE-LES-ALPES,,,4173,,,,,,,,,,,,,,,,,,,1987-01-14,F,,,,,57.09,NAP,N,43.958336,6.506041
5640388,12,564038800012,O,,,,,,True,1,,,,RUE,DE PROVENCE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,44.196032,5.941988
5640404,17,564040400017,O,,,,,2019-09-13T11:52:32,True,1,,,,,,4850,JAUSIERS,,,4096,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.414841,6.740184
5640412,10,564041200010,O,,,,,,True,1,,,,,,4500,RIEZ,,,4166,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.818198,6.083039
5640420,13,564042000013,O,,,,,2019-11-14T14:00:14,True,1,,,,,LA GARE DE SAINT AUBAN,4600,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N,44.064312,5.996659
5640446,18,564044600018,O,,NN,,,,True,1,,56.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.2C,NAF1993,O,44.093553,6.237374
5640511,19,564051100019,O,,,,,2019-11-14T14:00:14,True,1,,,,RUE,VICTORIN MAUREL,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.093409,6.008386
5640545,17,564054500017,O,,,,,,True,1,,,,,R JULES FERRY,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1988-06-05,F,,,,,64.30,NAP,N,43.836611,5.985026
5640586,11,564058600011,O,,NN,,,,True,1,,,,,,4530,LARCHE,,,4100,,,,,,,,,,,,,,,,,,,1993-03-02,F,,,,,55.1A,NAF1993,N,45.115539,1.416417
5640594,15,564059400015,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,,F,,,,,58.09,NAP,N,44.098417,6.008466
5640602,24,564060200024,O,1972-04-01,NN,,,2021-06-09T10:52:32,False,4,,,,,LE VILLAGE,4530,SAINT-PAUL-SUR-UBAYE,,,4193,,,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,56.30Z,NAFRev2,N,44.430258,6.432196
5640602,32,564060200032,O,1972-04-01,NN,,,2021-06-25T12:03:13,True,4,,,,,ESF DU SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,93.19Z,NAFRev2,N,44.373008,6.681964
5640669,15,564066900015,O,,,,,,True,1,,,,,,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.20371,5.935608
5640685,11,564068500011,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,1987-01-02,F,,,,,62.11,NAP,N,44.098417,6.008466
5640768,15,564076800015,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N,44.082535,5.998113
5640776,18,564077600018,O,,NN,,,,True,1,,,,ALL,L MASSE,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N,43.916476,5.918993
5640784,12,564078400012,O,,,,,,True,1,,,,RUE,GRANDE,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.837451,5.9845
5640800,16,564080000016,O,1956-01-01,NN,,,2019-11-14T14:00:14,True,1,,,,,,4340,LE LAUZET-UBAYE,,,4102,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.1B,NAF1993,N,44.427401,6.435844
5640883,20,564088300020,O,,NN,,,,True,1,,3.0,,,GRANDE RUE,4140,SEYNE,,,4205,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,52.4E,NAF1993,O,49.205575,4.0399
5640891,15,564089100015,O,,,,,,True,1,,,,RUE,PRINCIPALE,4850,JAUSIERS,,,4096,,,,,,,,,,,,,,,,,,,1992-05-03,F,,,,,52.1B,NAF1993,N,44.418843,6.734242
5640974,19,564097400019,O,,NN,,,,True,1,,,,,,4340,UBAYE-SERRE-PONCON,,,4033,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.4E,NAF1993,N,44.439589,6.308392
5640990,15,564099000015,O,1956-01-01,NN,,,2019-11-14T14:00:14,True,3,,,,RTE,NATIONALE,4800,GREOUX-LES-BAINS,,,4094,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2C,NAFRev1,N,43.759289,5.884269
5640990,23,564099000023,O,2004-01-01,NN,,,2019-11-14T14:00:14,False,3,,46.0,,AV,DES ALPES,4800,GREOUX-LES-BAINS,,,4094,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2A,NAFRev1,N,43.756209,5.887204
5641055,16,564105500016,O,,,,,,True,1,,,,,,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.844009,6.489286
5641063,10,564106300010,O,,,,,,True,1,,2.0,,PL,MARCEL SAUVAIRE,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.846122,6.513433
5641097,18,564109700018,O,,,,,,True,1,,,,,,4190,LES MEES,,,4116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.01,NAP,N,44.00598,5.945759
5641139,18,564113900018,O,,,,,,True,1,,13.0,,RUE,E DONNADIEU,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,44.386774,6.651526
5641154,25,564115400025,O,1981-02-01,NN,,,2008-01-04T17:54:13,True,3,,,,,LA CROISETTE,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.31Z,NAFRev2,N,44.383629,6.656723
5641188,15,564118800015,O,,,,,,True,1,,,,,,4510,MALLEMOISSON,,,4110,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,44.044072,6.12061
5641212,13,564121200013,O,1956-01-01,NN,,,2014-12-12T09:49:21,True,4,,41.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2012-06-19,F,,,,,68.20B,NAFRev2,N,44.092154,6.233604
5641220,16,564122000016,O,,,,,,True,1,,,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N,44.091552,6.232737
5641337,18,564133700018,O,,,,,,True,1,,,,RUE,DROITE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.44,NAP,N,44.19649,5.942505
5641428,15,564142800015,O,,NN,,,2019-11-14T14:00:14,True,1,,,,RUE,GRANDE,4800,GREOUX-LES-BAINS,,,4094,,,,,,,,,,,,,,,,,,,1989-04-05,F,,,,,70.2C,NAF1993,N,43.758677,5.883092
5641618,11,564161800011,O,,NN,,,,True,1,,,,,,4700,PUIMICHEL,,,4156,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,67.01,NAP,N,43.971819,6.018239
5641634,18,564163400018,O,,,,,,True,1,,,,,,4320,ENTREVAUX,,,4076,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.23,NAP,N,43.953797,6.822378
5641717,11,564171700011,O,,NN,,,2021-04-20T10:51:22,True,1,,23.0,,AV,DU MARECHAL JUIN,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2000-09-17,F,,,,,50.1Z,NAF1993,N,44.082133,6.224528
5641725,14,564172500014,O,1956-01-01,NN,,,2021-04-20T10:51:22,True,3,LES FERREOLS,23.0,,AV,DU MARECHAL JUIN,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2007-12-31,F,,,,,70.2C,NAFRev1,N,44.082133,6.224528
5641741,11,564174100011,O,,,,,,True,1,,,,PL,DU DOCTEUR ITARD,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.917279,5.919141
5641766,18,564176600018,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4530,LA CONDAMINE-CHATELARD,,,4062,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,44.453819,6.739484
5641808,18,564180800018,O,1956-01-01,,,,,True,4,,,,LD,BONS ENFANTS,4200,PEIPIN,,,4145,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N,48.174684,6.445391
5641816,11,564181600011,O,1956-01-01,NN,,,2019-11-14T14:00:14,True,4,,,,,,4340,MEOLANS-REVEL,,,4161,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,55.4B,NAF1993,N,44.391323,6.498122
5641824,15,564182400015,O,,,,,,True,1,,,,,,4500,QUINSON,,,4158,,,,,,,,,,,,,,,,,,,1997-09-24,F,,,,,52.1B,NAF1993,N,43.705158,6.037478
5641873,12,564187300012,O,,,,,,True,1,,,,BD,REPUBLIQUE,4190,LES MEES,,,4116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,44.029601,5.974669
5650031,15,565003100015,O,1956-01-01,03,2021.0,,2023-11-30T10:16:27,True,3,,,,QUA,QUARTIER DE LA BEITE,4240,ANNOT,,,4008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O,43.965431,6.668649
5650031,23,565003100023,O,1994-11-01,03,2021.0,,2023-11-30T10:16:27,False,4,,493.0,,AV,DE LA GARE,4240,ANNOT,,,4008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O,43.9632,6.672637
5650056,12,565005600012,O,1956-01-01,NN,,,2009-06-27T03:06:29,True,4,,,,,QUARTIER CHAMPARLAU,4200,PEIPIN,,BP 65,4145,4202.0,SISTERON CEDEX,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.59A,NAFRev2,O,44.13727,5.96563
5650056,38,565005600038,O,1900-01-01,,,,,False,3,,,,QUAI,CHAMPARLAU,4200,PEIPIN,,,4145,,,,,,,,,,,,,,,,,,,1994-10-27,F,,,,,52.4H,NAF1993,N,44.13727,5.96563
5650064,16,565006400016,O,,,,,,True,1,,,,RTE,DE GAP,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.214876,5.925317
5650072,19,565007200019,O,,NN,,,,True,1,,,,PL,GENERAL DE GAULLE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1989-03-01,F,,,,,57.11,NAP,N,44.092977,6.236329
5650080,12,565008000012,O,1900-01-01,,,,2016-08-01T14:45:21,True,4,ZONE INDUSTRIELLE,,,QUAI,DES ARCHES,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2015-10-20,F,,,,,68.20B,NAFRev2,N,44.102004,6.231187
5650098,14,565009800014,O,,,,,,True,1,,,,,ZI SAINT-PONS,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,1993-12-18,F,,,,,45.2B,NAF1993,N,46.76414,4.871638
5650106,15,565010600015,O,,,,,2019-11-14T14:00:14,True,1,,,,RUE,STE CLAIRE DEVILLE,4600,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.073175,5.994742
5650122,12,565012200012,O,,NN,,,,True,1,,,,LD,FOUX,4260,ALLOS,,,4006,,,,,,,,,,,,,,,,,,,1989-12-26,F,,,,,81.21,NAP,N,44.273202,6.579805
5650130,15,565013000015,O,,,,,,True,1,,,,,LES ARCADES,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.194356,5.942379
5650148,17,565014800017,O,1900-01-01,,,,,False,3,,13.0,,BD,VICTOR HUGO,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1994-09-19,F,,,,,70.2A,NAF1993,N,44.094479,6.235749
5650148,25,565014800025,O,1994-09-19,NN,,,,False,4,,2.0,,RUE,JEU DE PAUME,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2000-01-01,F,,,,,70.2A,NAF1993,N,44.092743,6.236422
5650148,33,565014800033,O,2000-01-01,00,2021.0,,2023-12-27T10:34:29,True,7,,2.0,,RUE,DU DOCTEUR SIMON PIETRI,4000,DIGNE-LES-BAINS,,BP 169,4070,,,,,,,,,,,,,,,,,,,2021-07-31,A,,,,,68.20A,NAFRev2,N,44.090499,6.237673
5650189,29,565018900029,O,1990-12-14,NN,,,2019-06-24T13:04:20,False,5,PARC D'ACTIVITES,1.0,,ALL,DES CHENES,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.11Z,NAFRev2,O,44.22634,5.916201
5650189,37,565018900037,O,2000-07-01,NN,,,2017-09-05T03:44:58,False,4,PARC D'ACTIVITES,5.0,,ALL,DES GENETS,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N,44.2286,5.914183
5650189,45,565018900045,O,2000-01-01,NN,,,2015-04-27T09:41:33,False,4,LE MOULIN DU PRE,,,RTE,DE BARCELONNETTE,5000,GAP,,,5061,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,47.22Z,NAFRev2,N,50.371274,3.274976
5650189,52,565018900052,O,2016-01-01,NN,,,2018-09-29T12:00:17,True,2,PARC D'ACTIVITES,3.0,,ALL,DES CHENES,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,47.22Z,NAFRev2,O,44.226503,5.916883
5650189,60,565018900060,O,2016-01-01,,,,2017-09-05T03:44:58,False,2,ZAC PLAN ROMAN,11.0,,ALL,DES ROMARINS,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N,44.229558,5.914502
5670062,32,567006200032,O,1999-03-01,NN,,,2023-07-03T20:36:58,True,4,,31.0,,AV,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2017-12-25,F,,,,,68.20B,NAFRev2,N,47.268229,-2.342184
