siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
005550058,00027,00555005800027,O,1981-01-01,NN,,,2019-11-14T14:00:19,false,3,LA PIOLINE,155,,ALL,DES PLATANES LES MILLES,13290,AIX-EN-PROVENCE,,,13001,13546,AIX EN PROVENCE CEDEX 4,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,45.2C,NAF1993,N
005550066,00012,00555006600012,O,,,,,,true,1,,,,QUAI,DU GAND,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005550082,00027,00555008200027,O,1984-01-01,NN,,,2006-10-26T23:33:48,true,4,,,,,ZONE ARTISANALE,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O
005550082,00035,00555008200035,O,2003-05-01,NN,,,2006-11-25T09:04:29,false,3,,519,,AV,ALLENDE SALVADOR,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O
005550108,00012,00555010800012,O,1955-01-01,NN,,4932ZA,2018-04-26T11:31:15,true,5,SEYNE-LES-ALPES,,,PL,ARMES,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,49.32Z,NAFRev2,O
005550116,00023,00555011600023,O,1983-07-01,NN,,,2019-11-14T14:00:14,true,4,,,,,Z I D UVERNET FOURS,04400,UVERNET-FOURS,,,04226,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,45.1A,NAFRev1,O
005550124,00019,00555012400019,O,,NN,,,2019-11-14T14:00:14,true,1,,,,RTE,NATIONALE 96,04600,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N
005550157,00019,00555015700019,O,1900-01-01,,,,2013-01-04T10:41:30,true,4,,,,PL,TAMPINET,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,22.11Z,NAFRev2,N
005550207,00012,00555020700012,O,,,,,2022-08-17T15:19:16,true,1,,,,,QU DE LA GARE GAUBERT,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005550231,00012,00555023100012,O,,,,,,true,1,,,,,,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005550256,00019,00555025600019,O,,,,,,true,1,,,,,,04210,VALENSOLE,,,04230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005570122,00019,00557012200019,O,,,,,2019-11-14T14:00:38,true,1,,85,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N
005570296,00011,00557029600011,O,,NN,,,2019-11-14T14:00:39,true,1,,26,,RUE,PIERRE VERGNIAUD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,81.21,NAP,N
005570338,00011,00557033800011,O,,,,,,true,1,,,,RUE,DE REDON,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
005570361,00013,00557036100013,O,,NN,,,2019-11-14T14:00:39,true,1,,13,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1992-11-25,F,,,,,70.2C,NAF1993,N
005570387,00018,00557038700018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,D ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005570445,00014,00557044500014,O,,NN,,,2019-11-14T14:00:38,true,1,,5,,AV,ROMANO,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,58.04,NAP,N
005570452,00010,00557045200010,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DU PORT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
005570569,00011,00557056900011,O,1988-04-01,,,,2019-11-14T14:00:38,true,4,BESLE,37,,RUE,DU GAL DE GAULLE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
005570593,00011,00557059300011,O,,,,,,true,1,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N
005570601,00012,00557060100012,O,,,,,,true,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005570650,00027,00557065000027,O,,,,,2019-11-14T14:00:39,true,1,,31,,BD,LEON GAMBETTA,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
005570718,00014,00557071800014,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,MARECHAL JOFFRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
005570783,00018,00557078300018,O,,NN,,,,true,1,,142,,AV,DE MAZY,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,87.06,NAP,N
005570882,00026,00557088200026,O,,,,,2019-11-14T14:00:38,true,1,,13,,RUE,DE LA GARE,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
005570916,00022,00557091600022,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N
005570957,00018,00557095700018,O,,,,,,true,1,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005571104,00016,00557110400016,O,,NN,,,,true,1,,,,,LA MADELEINE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
005571187,00011,00557118700011,O,,,,,,true,1,,1,,RUE,DU PORT,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005571195,00022,00557119500022,O,,,,,2019-11-14T14:00:38,true,1,,,,RUE,DE LA POSTE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
005571344,00018,00557134400018,O,,,,,,true,1,,,,CITE,DE LA CHABOSSIERE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,00.10,NAP,N
005571385,00011,00557138500011,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005571435,00014,00557143500014,O,,,,,,true,1,,,,RUE,RENE LAENNEC,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005571450,00013,00557145000013,O,,NN,,,,true,1,,27,,RTE,DE NOZAY,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1996-11-18,F,,,,,49.05,NAP,N
005571534,00014,00557153400014,O,,,,,2019-11-14T14:00:38,true,1,,,,PL,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
005571559,00011,00557155900011,O,,NN,,,2019-11-14T14:00:39,true,1,,175,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005571591,00014,00557159100014,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,AUGUSTE BAPTISTE LECHAT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N
005571641,00017,00557164100017,O,,NN,,,,true,1,,,,LD,LA FOLAINE,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
005571674,00018,00557167400018,O,,,,,,true,1,,,,,BOURG,44290,PIERRIC,,,44123,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.01,NAP,N
005571682,00011,00557168200011,O,,NN,,,,true,1,,24,,RUE,DE NANTES,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005571708,00014,00557170800014,O,,NN,,,,true,1,,2,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1997-03-31,F,,,,,52.2C,NAF1993,O
005571716,00017,00557171600017,O,1955-01-01,NN,,,2019-11-14T14:00:38,true,3,,,,PL,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,2003-01-05,F,,,,,55.4B,NAFRev1,N
005571781,00011,00557178100011,O,,NN,,,2019-11-14T14:00:39,true,1,,98,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
005571799,00013,00557179900013,O,,NN,,,2019-11-14T14:00:39,true,1,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,52.6D,NAF1993,N
005571807,00014,00557180700014,O,,,,,,true,1,,1,,AV,DU VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,67.08,NAP,N
005571823,00011,00557182300011,O,,,,,,true,1,,,,RUE,DE LA FORET,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005571831,00014,00557183100014,O,,NN,,,2019-11-14T14:00:38,true,1,,,,,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,,,44152,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
005571880,00011,00557188000011,O,,NN,,,,true,1,,10,,RUE,DU GENERAL LECLERC,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1989-02-01,F,,,,,81.21,NAP,N
005571930,00014,00557193000014,O,,NN,,,,true,1,,2,,PL,SAINTE ANNE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005571955,00011,00557195500011,O,,,,,,true,1,,6,,RUE,DE VERDUN,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005571971,00018,00557197100018,O,,,,,,true,1,,,,LD,BESLON,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
005572029,00014,00557202900014,O,,NN,,,,true,1,,11,,RUE,DE BARDOUX,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,64.42,NAP,N
005572037,00017,00557203700017,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JULES VERNE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
005572086,00014,00557208600014,O,,NN,,,,true,1,,,,LD,CRX LOURMEL,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,1990-04-02,F,,,,,22.02,NAP,N
005572102,00019,00557210200019,O,,,,,,true,1,,4,,,Q HERVE RIELLE,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1988-04-30,F,,,,,67.04,NAP,N
005572110,00012,00557211000012,O,,NN,,,2019-11-14T14:00:38,true,1,,15,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1989-02-22,F,,,,,87.06,NAP,N
005572185,00014,00557218500014,O,,,,,,true,1,,,,BD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.23,NAP,N
005572193,00018,00557219300018,O,,,,,,true,1,,,,RUE,DU CHATEAU,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N
005572235,00017,00557223500017,O,,,,,,true,1,,2,,RUE,DES CORDIERS,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.01,NAP,N
005572268,00018,00557226800018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,MARCEL SEMBAT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N
005572326,00014,00557232600014,O,,NN,,,2019-11-14T14:00:38,true,1,,19,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005572490,00018,00557249000018,O,,NN,,,,true,1,,107,,RTE,DE VANNES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1989-07-05,F,,,,,81.21,NAP,N
005572607,00025,00557260700025,O,,NN,,,2019-11-14T14:00:38,true,1,,17,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N
005572615,00010,00557261500010,O,,,,,,true,1,,,,LD,LA GUESNE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005572680,00014,00557268000014,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DES TILLEULS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005572706,00017,00557270600017,O,,NN,,,2019-11-14T14:00:39,true,1,,57,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005572714,00011,00557271400011,O,,NN,,,2019-11-14T14:00:38,true,1,,8,,BD,DE LA MER,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,70.2C,NAF1993,N
005572789,00013,00557278900013,O,,,,,,true,1,,,,LD,LA MEULE,44290,MASSERAC,,,44092,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
005572920,00014,00557292000014,O,,,,,,true,1,,,,AV,HENRI,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N
005573035,00010,00557303500010,O,,,,,,true,1,,,,,LE GUESNY,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
005573100,00012,00557310000012,O,,,,,,true,1,,,,,ST ROCH,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005573183,00018,00557318300018,O,,NN,,,2019-11-14T14:00:38,true,1,,4,,QUAI,DE VERDUN,44420,PIRIAC-SUR-MER,,,44125,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.23,NAP,N
005573373,00015,00557337300015,O,,NN,,,2019-11-14T14:00:39,true,1,,23,,BD,DE LA RENAISSANCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,74.1C,NAF1993,N
005573415,00014,00557341500014,O,,,,,2019-11-14T14:00:38,true,1,,1,,RUE,DU RUA,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,87.03,NAP,N
005573522,00017,00557352200017,O,,NN,,,,true,1,,10,,PL,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,52.4C,NAF1993,N
005573720,00017,00557372000017,O,,NN,,,,true,1,,,,LD,POMPAS,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,1989-03-30,F,,,,,67.05,NAP,N
005573761,00011,00557376100011,O,,,,,,true,1,,,,AV,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005573779,00013,00557377900013,O,,,,,,true,1,,,,BD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
005573811,00014,00557381100014,O,,,,,,true,1,,,,LD,ST SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005573878,00013,00557387800013,O,,,,,,true,1,,,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005573969,00010,00557396900010,O,,,,,,true,1,,,,LD,LA STATION,44530,SEVERAC,,,44196,,,,,,,,,,,,,,,,,,,1990-09-17,F,,,,,62.11,NAP,N
005574017,00017,00557401700017,O,,,,,,true,1,,1,,RUE,CHARLES BRUNELIERE,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,1988-01-04,F,,,,,64.30,NAP,N
005574025,00010,00557402500010,O,,NN,,,,true,1,,,,,BOURG,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
005574058,00029,00557405800029,O,,,,,2019-11-14T14:00:39,true,1,,,,,LA VILLE HEULIN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
005574132,00014,00557413200014,O,1955-01-01,NN,,,2019-11-14T14:00:38,true,1,,26,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,70.3A,NAF1993,N
005574173,00018,00557417300018,O,,,,,2020-12-23T11:25:44,true,1,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.03,NAP,N
005574249,00024,00557424900024,O,,,,,,true,1,,,,PL,DE LA GARE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005574389,00010,00557438900010,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N
005574405,00014,00557440500014,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N
005574454,00012,00557445400012,O,,,,,,true,1,,,,,LES COTTAGES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
005574488,00010,00557448800010,O,,,,,,true,1,,,,RUE,PRINCIPALE,44130,LE GAVRE,,,44062,,,,,,,,,,,,,,,,,,,1989-12-15,F,,,,,67.08,NAP,N
005574546,00015,00557454600015,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE TOUTES AIDES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
005574678,00016,00557467800016,O,,,,,,true,1,,10,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,64.23,NAP,N
005574736,00012,00557473600012,O,,NN,,,2019-11-14T14:00:39,true,1,,,,LD,LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,67.01,NAP,N
005574793,00013,00557479300013,O,1955-01-01,NN,,,2019-11-14T14:00:39,true,1,,6,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2C,NAF1993,N
005574942,00016,00557494200016,O,,,,,,true,1,,,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005574975,00016,00557497500016,O,,,,,,true,1,,,,AV,DE SAINT SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005575170,00013,00557517000013,O,,NN,,,,true,1,,,,LD,LE PONT D ARMES,44410,ASSERAC,,,44006,,,,,,,,,,,,,,,,,,,1982-12-29,F,,,,,81.21,NAP,N
005575188,00015,00557518800015,O,,,,,,true,1,,,,,SAINT EMILIEN,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
005575246,00011,00557524600011,O,,NN,,,,true,1,,21,,RUE,DE L EGLISE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,1988-02-05,F,,,,,81.21,NAP,N
005575360,00010,00557536000010,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DE JOYEUSE RD192,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.10,NAP,N
005575386,00015,00557538600015,O,,,,,2019-11-14T14:00:39,true,1,,,,BD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N
005575485,00015,00557548500015,O,1900-01-01,,,,2006-12-15T00:14:43,false,3,,,,LD,QUIMIAC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,50.5Z,NAF1993,N
005575485,00023,00557548500023,O,1992-03-31,NN,,,,true,3,QUIMIAC,,,BD,DE L'OCEC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2A,NAF1993,N
005575501,00019,00557550100019,O,,NN,,,,true,1,,59,,RUE,JEAN JAURES,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
005575535,00017,00557553500017,O,,,,,2019-11-14T14:00:38,true,1,,,,RUE,DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N
005575543,00011,00557554300011,O,,NN,,,2019-11-14T14:00:38,true,1,,,,BD,HENNECART,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005575741,00011,00557574100011,O,,,,,,true,1,,,,,BOURG,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
005575832,00018,00557583200018,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N
005575899,00017,00557589900017,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005575907,00018,00557590700018,O,,NN,,,,true,1,,,,,BOURG,44750,QUILLY,,,44139,,,,,,,,,,,,,,,,,,,,F,,,,,57.06,NAP,N
005576053,00010,00557605300010,O,,NN,,,2019-11-14T14:00:39,true,1,,11,,RUE,GABRIEL PERI,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
005576145,00014,00557614500014,O,,NN,,,2019-11-14T14:00:39,true,1,,36,,RUE,RENE GUILLOUZO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1995-05-09,F,,,,,70.2C,NAF1993,N
005576160,00013,00557616000013,O,1955-01-01,NN,,,2019-11-14T14:00:39,true,1,,36,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1999-03-30,F,,,,,70.2C,NAF1993,N
005576178,00015,00557617800015,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,JULES VERNE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005576186,00018,00557618600018,O,,NN,,,,true,1,,2,,RUE,DU CLOS DU BOIS,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1995-03-31,F,,,,,55.4B,NAF1993,N
005576194,00012,00557619400012,O,,,,,2019-11-14T14:00:38,true,1,,,,,BOURG,44117,SAINT-ANDRE-DES-EAUX,,,44151,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005576210,00016,00557621000016,O,,,,,,true,1,,,,RUE,DE LA MARNE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005576236,00011,00557623600011,O,,NN,,,,true,1,,22,,RUE,SAINT MARTIN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
005576244,00015,00557624400015,O,,NN,,,,true,1,,,,LD,LE GOUX,44260,MALVILLE,,,44089,,,,,,,,,,,,,,,,,,,1990-09-29,F,,,,,55.71,NAP,N
005576319,00015,00557631900015,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE PENHOET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005576343,00015,00557634300015,O,,,,,,true,1,,,,PL,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005576376,00015,00557637600015,O,1900-01-01,NN,,,2019-11-14T14:00:38,true,3,,24,,ESP,FRANCOIS ANDRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1992-07-08,F,,,,,52.4J,NAF1993,N
005576699,00010,00557669900010,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
