,siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
521,5580618,558061800030,52.0+RUE+D ANJOU,44600,SAINT-NAZAIRE,47.278872,-2.209738,Rue d'Anjou 44600 Saint-Nazaire,0.5233181818181818,0.39219268656716416,street,44184_0220,,Rue d'Anjou,Rue d'Anjou,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
522,5580642,558064200014,LE CALVAIRE,44160,PONTCHATEAU,47.438296,-2.136704,Route du Calvaire 44160 Pontchâteau,0.45142181818181815,0.43763962566844916,street,44129_4wl2wv,,Route du Calvaire,Route du Calvaire,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
523,5580683,558068300018,3.0+AV+SAINT SAENS,44500,LA BAULE-ESCOUBLAC,47.279412,-2.372676,Avenue Saint-Saëns 44500 La Baule-Escoublac,0.5176062626262625,0.3662718294051627,street,44055_3340,,Avenue Saint-Saëns,Avenue Saint-Saëns,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
524,5580683,558068300026,139.0+RUE+PAUL VAILLANT COUTURIER,92240,MALAKOFF,48.814398,2.295273,Rue Paul Vaillant-couturier 92240 Malakoff,0.5813476767676767,,street,92046_7123,,Rue Paul Vaillant-couturier,Rue Paul Vaillant-couturier,92240,Malakoff,"92, Hauts-de-Seine, Île-de-France",92046,,,,ok
525,5580766,558076600011,RUE+JEAN GUTENBERG,44600,SAINT-NAZAIRE,47.28109,-2.232417,Rue Jean Gutenberg 44600 Saint-Nazaire,0.6100556304985337,,street,44184_3330,,Rue Jean Gutenberg,Rue Jean Gutenberg,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
526,5580782,558078200018,31.0+PL+DE L HOTEL DE VILLE,44260,SAVENAY,47.359176,-1.943694,Place de l’Hôtel de Ville 44260 Savenay,0.4976632938076416,,street,44195_0660,,Place de l’Hôtel de Ville,Place de l’Hôtel de Ville,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
527,5580824,558082400018,RUE+LA CROIX AMISSE,44600,SAINT-NAZAIRE,47.290718,-2.204339,Rue de la Croix Amisse 44600 Saint-Nazaire,0.587641432506887,0.4853627272727272,street,44184_1400,,Rue de la Croix Amisse,Rue de la Croix Amisse,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
528,5610043,561004300019,,80370,HIERMONT,50.195882,2.076193,Hiermont,0.3289356937799043,0.30391010101010096,municipality,80440,,Hiermont,,80370,Hiermont,"80, Somme, Hauts-de-France",80440,,,,ok
529,5610142,561014200019,,80210,CHEPY,50.065289,1.639929,Chépy,0.28711571428571425,0.2627267588932806,municipality,80190,,Chépy,,80210,Chépy,"80, Somme, Hauts-de-France",80190,,,,ok
530,5610175,561017500019,,80135,SAINT-RIQUIER,50.131233,1.940802,Saint-Riquier,0.40800513742071876,0.3749296503496503,municipality,80716,,Saint-Riquier,,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
531,5610324,561032400013,RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.4816278711162255,0.45816991202346036,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
532,5610399,561039900015,32.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.4555990476190476,0.40939380333951764,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
533,5610423,561042300013,,80150,BOUFFLERS,50.261486,2.021281,Boufflers,0.3430703263403263,0.3104371146245059,municipality,80118,,Boufflers,,80150,Boufflers,"80, Somme, Hauts-de-France",80118,,,,ok
534,5610746,561074600017,PAS+DES ORMES,80550,LE CROTOY,50.217263,1.625904,Passage des Ormes 80550 Le Crotoy,0.4600120376175548,,street,80228_4q5dsl,,Passage des Ormes,Passage des Ormes,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
535,5610761,561076100016,PL+MAX LEJEUNE,80100,ABBEVILLE,50.105386,1.83311,16 Place Max Lejeune 80100 Abbeville,0.544067053291536,,housenumber,80001_0970_00016,16,16 Place Max Lejeune,Place Max Lejeune,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
536,5610886,561088600011,39.0+CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.4106267099567099,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
537,5610928,561092800011,,80270,ALLERY,49.964032,1.89614,Allery,0.3032359595959596,0.2866270629370629,municipality,80019,,Allery,,80270,Allery,"80, Somme, Hauts-de-France",80019,,,,ok
538,5610936,561093600014,,80270,ALLERY,49.964032,1.89614,Allery,0.3032359595959596,0.273244329004329,municipality,80019,,Allery,,80270,Allery,"80, Somme, Hauts-de-France",80019,,,,ok
539,5610993,561099300023,20.0+RUE+JEAN DE PONTHIEU,80100,ABBEVILLE,50.106446,1.83279,Rue Jean de Ponthieu 80100 Abbeville,0.5445332167832168,0.4046102597402597,street,80001_1038,,Rue Jean de Ponthieu,Rue Jean de Ponthieu,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
540,5611009,561100900019,16.0+PL+DU GENERAL LECLERC,80220,GAMACHES,49.986018,1.56033,Place du Maréchal Leclerc 80220 Gamaches,0.3818127751196172,,street,80373_0628,,Place du Maréchal Leclerc,Place du Maréchal Leclerc,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
541,5611025,561102500015,8.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.46055393209200435,0.4131235051546392,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
542,5611066,561106600019,34.0+RUE+DE NORMANDIE,80220,GAMACHES,49.985181,1.553804,Rue de Normandie 80220 Gamaches,0.503550909090909,0.3655783422459893,street,80373_0640,,Rue de Normandie,Rue de Normandie,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
543,5611074,561107400013,88.0+FG+SUR SOMME,80100,ABBEVILLE,50.09102,1.820872,Faubourg des Planches 80100 Abbeville,0.26490473684210525,,street,80001_1570,,Faubourg des Planches,Faubourg des Planches,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
544,5611215,561121500012,39.0+RUE+DU GENERAL DE GAULLE,80135,SAINT-RIQUIER,50.131278,1.942353,Rue du Général de Gaulle 80135 Saint-Riquier,0.5821273599003736,,street,80716_0340,,Rue du Général de Gaulle,Rue du Général de Gaulle,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
545,5611223,561122300016,CHE+BARRE DE LA MER,80550,LE CROTOY,50.2259,1.617949,Rue de Barre Mer 80550 Le Crotoy,0.47613530551415795,0.4081163636363636,street,80228_0060,,Rue de Barre Mer,Rue de Barre Mer,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
546,5611389,561138900015,,80120,FORT-MAHON-PLAGE,50.340457,1.565907,Fort-Mahon-Plage,0.4426070355731225,0.41398673400673397,municipality,80333,,Fort-Mahon-Plage,,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
547,5611462,561146200010,,80150,MAISON-PONTHIEU,50.208353,2.044515,Maison-Ponthieu,0.424850404040404,0.3792119834710744,municipality,80501,,Maison-Ponthieu,,80150,Maison-Ponthieu,"80, Somme, Hauts-de-France",80501,,,,ok
548,5611744,561174400011,2.0+AV+DU CHATEAU D EAU,80550,LE CROTOY,50.21933,1.630767,Avenue du Château d’Eau 80550 Le Crotoy,0.4769764705882353,,street,80228_0250,,Avenue du Château d’Eau,Avenue du Château d’Eau,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
549,5611751,561175100016,67.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.4555990476190476,0.40939380333951764,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
550,5611827,561182700014,19.0+RUE+DE LA VALLEE,80132,CAHON,50.120875,1.723776,Rue de la Vallée 80132 Cahon,0.46725837320574154,,street,80161_0065,,Rue de la Vallée,Rue de la Vallée,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
551,5611926,561192600014,17.0+RUE+DE L ABREUVOIR,80100,ABBEVILLE,50.097374,1.840234,Rue de l'Abreuvoir 80100 Abbeville,0.5356004761904762,,street,80001_0030,,Rue de l'Abreuvoir,Rue de l'Abreuvoir,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
552,5612056,561205600019,28.0+RUE+MARECHAL FOCH,80100,ABBEVILLE,50.104665,1.835485,Rue du Maréchal Foch 80100 Abbeville,0.5080479020979021,,street,80001_1260,,Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
553,5612106,561210600020,1.0+RUE+DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS,50.012876,1.994632,Rue des Marais 80510 Longpré-les-Corps-Saints,0.47412159645232804,0.46574883116883115,street,80488_0520,,Rue des Marais,Rue des Marais,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
554,5612114,561211400016,RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.4816278711162255,0.45816991202346036,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
555,5612130,561213000012,48.0+RUE+SAINT GILLES,80100,ABBEVILLE,50.101242,1.839187,Rue Saint Gilles 80100 Abbeville,0.5225488375558867,0.3259072727272727,street,80001_1900,,Rue Saint Gilles,Rue Saint Gilles,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
556,5612288,561228800018,42.0+AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE,50.3397,1.560467,Avenue de la Plage 80120 Fort-Mahon-Plage,0.5002052240717029,0.3537046889952153,street,80333_0520,,Avenue de la Plage,Avenue de la Plage,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
557,5612296,561229600011,10.0+RUE+CORNEHOTTE,80570,DARGNIES,50.041098,1.5216,Rue de Cornehotte 80570 Dargnies,0.4645467213114754,,street,80235_0160,,Rue de Cornehotte,Rue de Cornehotte,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
558,5612312,561231200016,8.0+PL+MAX LEJEUNE,80100,ABBEVILLE,50.105968,1.833641,Place Max Lejeune 80100 Abbeville,0.4687308211143694,,street,80001_0970,,Place Max Lejeune,Place Max Lejeune,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
559,5612353,561235300010,32.0+RUE+DE LA BARRIERE,80120,RUE,50.271878,1.676262,Rue de la Barrière 80120 Rue,0.47808382775119607,,street,80688_0080,,Rue de la Barrière,Rue de la Barrière,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
560,5612478,561247800015,,80570,DARGNIES,50.041611,1.526097,Dargnies,0.3381238755980861,0.31321981132075466,municipality,80235,,Dargnies,,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
561,5612502,561250200012,14.0+RUE+SAINT VULFRAN,80100,ABBEVILLE,50.104718,1.830193,Rue Saint Vulfran 80100 Abbeville,0.5289654838709678,0.4405868983957219,street,80001_2000,,Rue Saint Vulfran,Rue Saint Vulfran,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
562,5612577,561257700014,RUE+DU MARAIS,80120,QUEND,50.319913,1.656362,14 Rue du Paradis 80120 Quend,0.45045744425385936,0.3966435353535353,housenumber,80649_1238_00014,14,14 Rue du Paradis,Rue du Paradis,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
563,5612676,561267600014,,80220,GAMACHES,49.985918,1.556299,Gamaches,0.3414756937799043,0.3174998268398268,municipality,80373,,Gamaches,,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
564,5612700,561270000012,,80132,CAHON,50.128028,1.735971,Cahon,0.279072987012987,0.25475,municipality,80161,,Cahon,,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
565,5612718,561271800014,1.0+RUE+PILLEVERGUE,80220,BOUTTENCOURT,49.949284,1.597337,Rue Pillevergue 80220 Bouttencourt,0.5263691495601173,,street,80126_0250,,Rue Pillevergue,Rue Pillevergue,80220,Bouttencourt,"80, Somme, Hauts-de-France",80126,,,,ok
566,5612734,561273400011,RTE+D ABBEVILLE,80220,BOUTTENCOURT,49.935746,1.631762,11 Rue d'Abbeville 80220 Bouttencourt,0.5605478787878787,,housenumber,80126_0040_00011,11,11 Rue d'Abbeville,Rue d'Abbeville,80220,Bouttencourt,"80, Somme, Hauts-de-France",80126,,,,ok
567,5620026,562002600012,RUE+D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS,50.012893,1.994756,12 Rue des Marais 80510 Longpré-les-Corps-Saints,0.5387187878787878,0.5169854545454545,housenumber,80488_0520_00012,12,12 Rue des Marais,Rue des Marais,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
568,5620034,562003400016,4.0+BD+DE LA REPUBLIQUE,80100,ABBEVILLE,50.112197,1.833392,Boulevard de la République 80100 Abbeville,0.4867424839948783,,street,80001_1810,,Boulevard de la République,Boulevard de la République,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
569,5620034,562003400024,LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES,49.904907,1.10523,Zone Louis Delaporte 76370 Rouxmesnil-Bouteilles,0.5828461843790012,0.5130979653679653,street,76545_m1wczp,,Zone Louis Delaporte,Zone Louis Delaporte,76370,Rouxmesnil-Bouteilles,"76, Seine-Maritime, Normandie",76545,,,,ok
570,5620059,562005900013,RUE+DE MENCHECOURT,80100,ABBEVILLE,50.119287,1.815727,Rue de Menchecourt 80100 Abbeville,0.5813977429467084,0.5269424675324675,street,80001_1310,,Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
571,5620083,562008300013,49.0+RUE+DE NORMANDIE,80220,GAMACHES,49.985181,1.553804,Rue de Normandie 80220 Gamaches,0.503550909090909,0.3655783422459893,street,80373_0640,,Rue de Normandie,Rue de Normandie,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
572,5620091,562009100016,RTE+NATIONALE,80132,HAUTVILLERS-OUVILLE,50.173135,1.810112,Route Nationale 80132 Hautvillers-Ouville,0.5457291460055095,,street,80422_0020,,Route Nationale,Route Nationale,80132,Hautvillers-Ouville,"80, Somme, Hauts-de-France",80422,,,,ok
573,5620109,562010900016,RTE+D ANCENNES,80220,BOUTTENCOURT,49.956783,1.594058,Rue d'Ansennes 80220 Bouttencourt,0.4515167213114754,0.40685783216783217,street,80126_0055,,Rue d'Ansennes,Rue d'Ansennes,80220,Bouttencourt,"80, Somme, Hauts-de-France",80126,,,,ok
574,5620117,562011700019,12.0+RUE+DE LA TANNERIE,80100,ABBEVILLE,50.102046,1.835915,Rue de la Tannerie 80100 Abbeville,0.5375622943722944,0.45262654002713704,street,80001_2130,,Rue de la Tannerie,Rue de la Tannerie,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
575,5620117,562011700027,17.0+RUE+DE METZ,80000,AMIENS,49.895152,2.2946,Rue de Metz 80000 Amiens,0.45547569468267585,0.40657380029806256,street,80021_5700,,Rue de Metz,Rue de Metz,80000,Amiens,"80, Somme, Hauts-de-France",80021,,,,ok
576,5620158,562015800013,46.0+AV+HENRI RENARD,80120,QUEND,50.321397,1.557339,Avenue Henri Renard 80120 Quend,0.4189809687034277,,street,80649_1520,,Avenue Henri Renard,Avenue Henri Renard,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
577,5620174,562017400010,RUE+DU MOULIN,80132,CAHON,50.119565,1.724779,10 Rue du Moulin 80132 Cahon,0.5347058256029683,0.35177231404958675,housenumber,80161_0045_00010,10,10 Rue du Moulin,Rue du Moulin,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
578,5620174,562017400028,27.0+RTE+DE CHAUNY,80400,HAM,49.740674,3.090835,Route de Chauny 80400 Ham,0.3974074380165289,0.37305397306397303,street,80410_0250,,Route de Chauny,Route de Chauny,80400,Ham,"80, Somme, Hauts-de-France",80410,,,,ok
579,5620174,562017400036,22.0+RUE+DE LA VALLEE,80132,CAHON,50.120875,1.723776,Rue de la Vallée 80132 Cahon,0.46725837320574154,,street,80161_0065,,Rue de la Vallée,Rue de la Vallée,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
580,5620190,562019000024,21.0+RUE+GONTIER PATIN,80100,ABBEVILLE,50.106925,1.833477,Rue Gontier Patin 80100 Abbeville,0.5240373020527859,,street,80001_0824,,Rue Gontier Patin,Rue Gontier Patin,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
581,5620190,562019000032,4.0+PL+DU PILORI,80100,ABBEVILLE,50.10752,1.83545,Place du Pilori 80100 Abbeville,0.4498230303030303,,street,80001_1560,,Place du Pilori,Place du Pilori,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
582,5620190,562019000040,RUE+VENTOSE,80100,ABBEVILLE,50.103007,1.862497,Rue Ventose 80100 Abbeville,0.5203244741532976,,street,80001_2235,,Rue Ventose,Rue Ventose,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
583,5620190,562019000057,SAINTE CROIX,76470,LE TREPORT,50.059261,1.39443,Zone Sainte Croix 76470 Le Tréport,0.5079972089314194,0.37343791788856306,street,76711_ewz9ar,,Zone Sainte Croix,Zone Sainte Croix,76470,Le Tréport,"76, Seine-Maritime, Normandie",76711,,,,ok
584,5620190,562019000065,RTE+DES DEUX VALLEES,80100,ABBEVILLE,50.110406,1.866552,Route des 2 Vallees 80100 Abbeville,0.4493225874125874,0.39061813397129186,street,80001_2197,,Route des 2 Vallees,Route des 2 Vallees,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
585,5620265,562026500016,CHE+DU HALAGE,80100,ABBEVILLE,50.108232,1.825707,Chemin du Halage 80100 Abbeville,0.4843374641148325,,street,80001_0860,,Chemin du Halage,Chemin du Halage,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
586,5620281,562028100013,RUE+DES MINIMES,80100,ABBEVILLE,50.106682,1.836206,13 Rue des Minimes 80100 Abbeville,0.5986345454545454,,housenumber,80001_1330_00013,13,13 Rue des Minimes,Rue des Minimes,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
587,5620307,562030700016,,80570,EMBREVILLE,50.028226,1.543555,Embreville,0.3647190909090909,0.31323344768439104,municipality,80265,,Embreville,,80570,Embreville,"80, Somme, Hauts-de-France",80265,,,,ok
588,5620315,562031500035,37.0+RUE+DES MATHURINS,75008,PARIS 8,48.873337,2.323806,Rue des Mathurins 75008 Paris,0.4841278787878787,,street,75108_6176,,Rue des Mathurins,Rue des Mathurins,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
589,5620349,562034900018,RUE+PADOS,80100,ABBEVILLE,50.111002,1.83225,Rue Pados 80100 Abbeville,0.5067335621521335,,street,80001_1440,,Rue Pados,Rue Pados,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
590,5620364,562036400017,5.0+RUE+EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU,50.065338,1.608218,Rue Edouard Vaillant 80210 Feuquières-en-Vimeu,0.5927691891891892,,street,80308_0345,,Rue Edouard Vaillant,Rue Edouard Vaillant,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
591,5620380,562038000013,,80270,ALLERY,49.964032,1.89614,Allery,0.3032359595959596,0.273244329004329,municipality,80019,,Allery,,80270,Allery,"80, Somme, Hauts-de-France",80019,,,,ok
592,5620422,562042200013,13.0+RUE+DU PONT DE BOULOGNE,80100,ABBEVILLE,50.104372,1.835428,Rue du Pont de Boulogne 80100 Abbeville,0.5594977540106951,,street,80001_1660,,Rue du Pont de Boulogne,Rue du Pont de Boulogne,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
593,5620422,562042200021,,80620,DOMQUEUR,50.11414,2.044128,Domqueur,0.3320866028708134,0.30668394584139264,municipality,80249,,Domqueur,,80620,Domqueur,"80, Somme, Hauts-de-France",80249,,,,ok
594,5620422,562042200039,RTE+DE NOYELLES,80132,GRAND-LAVIERS,50.133119,1.784574,Rue des Tilleuls 80132 Grand-Laviers,0.37997994652406414,0.3604880519480519,street,80385_0074,,Rue des Tilleuls,Rue des Tilleuls,80132,Grand-Laviers,"80, Somme, Hauts-de-France",80385,,,,ok
595,5620422,562042200047,RUE+DE LA LIBERATION,80270,AIRAINES,49.961916,1.941808,Rue de la Libération 80270 Airaines,0.5653338058551617,0.4737265813060179,street,80013_1000,,Rue de la Libération,Rue de la Libération,80270,Airaines,"80, Somme, Hauts-de-France",80013,,,,ok
596,5620422,562042200054,ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY,50.069755,1.459289,Rue Georges Dron 80880 Saint-Quentin-la-Motte-Croix-au-Bailly,0.4485441743970315,0.4436390627928772,street,80714_0082,,Rue Georges Dron,Rue Georges Dron,80880,Saint-Quentin-la-Motte-Croix-au-Bailly,"80, Somme, Hauts-de-France",80714,,,,ok
597,5640057,564005700013,2.0+AV+DE PARC,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.096941,6.009326,Avenue du Parc 04160 Château-Arnoux-Saint-Auban,0.506848642266824,0.4316079685746352,street,04049_0555,,Avenue du Parc,Avenue du Parc,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
598,5640065,564006500016,QUAI+DE LA BEAUME,4200,SISTERON,,,,,,,,,,,,,,,,,,not-found
599,5640172,564017200010,AV+DE VERDUN,4000,DIGNE-LES-BAINS,44.087012,6.214985,10 Avenue de Verdun 04000 Digne-les-Bains,0.5276490909090908,,housenumber,04070_1680_00010,10,10 Avenue de Verdun,Avenue de Verdun,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
600,5640214,564021400010,RUE+CAPITOUL,4000,DIGNE-LES-BAINS,44.092428,6.236379,Rue Capitoul 04000 Digne-les-Bains,0.5274597534668721,,street,04070_0280,,Rue Capitoul,Rue Capitoul,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
601,5640255,564025500013,PL+DU TIVOLI,4200,SISTERON,44.196658,5.941948,Place du Tivoli 04200 Sisteron,0.41851298701298695,,street,04209_1660,,Place du Tivoli,Place du Tivoli,04200,Sisteron,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04209,,,,ok
602,5640313,564031300010,,4370,COLMARS,44.182833,6.62894,Colmars,0.293667542997543,0.2705770247933884,municipality,04061,,Colmars,,04370,Colmars,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04061,,,,ok
603,5640354,564035400014,,4170,SAINT-ANDRE-LES-ALPES,43.958336,6.506041,Saint-André-les-Alpes,0.4721546167557931,0.35749896103896106,municipality,04173,,Saint-André-les-Alpes,,04170,Saint-André-les-Alpes,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04173,,,,ok
604,5640388,564038800012,RUE+DE PROVENCE,4200,SISTERON,44.196032,5.941988,Rue de Provence 04200 Sisteron,0.5230941077441077,0.4146272727272727,street,04209_1300,,Rue de Provence,Rue de Provence,04200,Sisteron,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04209,,,,ok
605,5640404,564040400017,,4850,JAUSIERS,44.414841,6.740184,Jausiers,0.3464230466830467,0.30060140495867765,municipality,04096,,Jausiers,,04850,Jausiers,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04096,,,,ok
606,5640412,564041200010,,4500,RIEZ,43.818198,6.083039,Riez,0.2766038842975206,0.23604120507399576,municipality,04166,,Riez,,04500,Riez,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04166,,,,ok
607,5640420,564042000013,LA GARE DE SAINT AUBAN,4600,CHATEAU-ARNOUX-SAINT-AUBAN,44.064312,5.996659,La Gare de Saint-Auban 04160 Château-Arnoux-Saint-Auban,0.6093387542087542,0.5239611688311687,locality,04049_B041,,La Gare de Saint-Auban,,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
608,5640446,564044600018,56.0+BD+GASSENDI,4000,DIGNE-LES-BAINS,44.09366,6.237301,Boulevard Gassendi 04000 Digne-les-Bains,0.4687003293807641,0.3656494678492239,street,04070_0710,,Boulevard Gassendi,Boulevard Gassendi,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
609,5640511,564051100019,RUE+VICTORIN MAUREL,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.093409,6.008386,19 Rue Victorin Maurel 04160 Château-Arnoux-Saint-Auban,0.6656887957497049,0.5662881032547699,housenumber,04049_0725_00019,19,19 Rue Victorin Maurel,Rue Victorin Maurel,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
610,5640545,564054500017,R JULES FERRY,4210,VALENSOLE,43.836611,5.985026,17 Rue Jules Ferry 04210 Valensole,0.49436370015948955,0.41235460506706406,housenumber,04230_0200_00017,17,17 Rue Jules Ferry,Rue Jules Ferry,04210,Valensole,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04230,,,,ok
611,5640586,564058600011,,4530,LARCHE,45.115539,1.416417,Larche,0.24979476658476654,0.20295123791102512,municipality,19107,,Larche,,19600,Larche,"19, Corrèze, Nouvelle-Aquitaine",19107,,,,ok
612,5640594,564059400015,FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.098417,6.008466,Font-Robert 04160 Château-Arnoux-Saint-Auban,0.5771326350461132,,locality,04049_B034,,Font-Robert,,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
